model,family,scope,method,label,x,y
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5556,0.5000
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5556,0.5172
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5556,0.5357
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5556,0.5556
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5185,0.5385
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5185,0.5600
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5185,0.5833
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5185,0.6087
convnext_tiny_emotion,cnn,all,smoothed,negative,0.4815,0.5909
convnext_tiny_emotion,cnn,all,smoothed,negative,0.4444,0.5714
